0,1,2
0.4028695276727836,-0.05567244044234607,0.3199747287671382
0.15299237544197156,-0.574871418503655,0.44098810623478785
0.47876100159857,-0.27715629436187633,-0.5398563293523289
-0.1551189131942117,-0.02276944615018481,-0.3467089385814337
-0.18778015335872666,-0.517349621306717,-0.25510818555464065
-0.009415364368253918,-0.015116339118971823,-0.23101765137867358
-0.486680857125955,0.4583709669040388,-0.3670385330996069
0.09486170412297988,-0.2795239577587232,0.12066696477540027
0.2517847887200427,-0.47331885192118905,0.18318442996632986
-0.17763647304446104,0.318106864099644,0.2713227581805305
0.23190056096358894,0.061680950135238846,-0.4654633371187213
-0.16587587702704232,0.029504383738771445,-0.42769806845806846
0.1506572395253034,0.38263154783041703,0.2974579025724719
-0.4104719767060737,-0.4091696306547166,0.036148687467207
-0.2939425602413922,-0.5654092332124786,-0.0332825717765518
0.4664595885380965,-0.41009167432975807,-0.1413956642455145
-0.11286678068150115,-0.3844079853753372,-0.06163466529716055
-0.33225833904670926,-0.2583888143243837,-0.10080557675281385
0.06850277633828929,-0.03085141890199634,0.013887164457168892
-0.08136675303737631,-0.3833827429325286,0.21952404183898333
-0.27283714808475995,0.13182888101716603,0.21531936165432655
0.17435985784882999,0.5121006957491796,0.5317417425878631
-0.0014739918093003585,-0.5730564538676965,0.30485328497989944
0.3316633576305988,0.5476947494879363,0.043820818480223324
0.20283680804592605,0.3048415573945232,-0.3851635114633374
0.13789534966389425,-0.12638638438900168,-0.173543145225072
-0.454305539718926,-0.013468753980196188,-0.028327433756344302
-0.1598295679356629,-0.5441335454386221,-0.42992845886498376
0.3906195569292869,-0.5345972254434945,-0.18117670289980392
0.4556140811523738,0.09565430545581562,-0.2125240409745862
-0.2770229691063312,-0.13145653962093581,0.5417975828197187
-0.09083134743086826,0.46925680059334385,0.4874810745063022
0.3708029559401444,0.4294969662553303,0.3299808064835227
-0.4772350868345602,-0.22998134472977208,-0.029443215044971664
0.38509719391385894,0.19038980229451438,0.4531235684010744
0.4532392852566818,-0.3300798176018344,0.015025563332448652
0.3863758233859302,0.468609852120204,-0.2356503537579676
0.37032032352546596,0.16315997883791966,0.3701652154020902
0.20619718867966128,0.5589978038925443,-0.18528191782109965
-0.24338473685445847,0.07885730515366625,-0.05587816621152282
-0.2515764477803715,0.27957691790329775,-0.5603178326393952
0.27879827514096794,0.003629292427619235,-0.05651892561902675
-0.5307721588568803,-0.0967778563409599,0.20934778101709342
0.443180376805529,0.01631065139547612,0.014547362589429088
0.23402297712047126,0.5423559699127842,-0.4704242857380668
-0.12953636067240715,-0.159037755841895,0.14299783445248238
-0.37979295470350233,-0.4636003090964361,0.15476278544124994
0.1736720390882796,-0.16921453000126427,0.27450591836668037
-0.45900418551618966,0.15780479574304113,0.045485142992656324
0.21758165709622956,-0.42362855848149533,-0.063866856781187
